ID,LINKEDIN,HRTRAINING,SICKDAYS
21740,Yes,No,14
21741,No,No,13
21742,No,No,6
21743,Yes,No,19
21744,Yes,No,17
21745,No,No,4
21746,No,Yes,1
21747,No,Yes,15
21748,Yes,No,15
21749,Yes,No,9
21750,No,Yes,9
21751,Yes,No,9
21752,No,No,3
21753,No,No,14
21754,No,No,8
21755,No,Yes,7
21756,No,No,10
21757,No,No,13
21758,Yes,Yes,6
21759,No,Yes,14
21760,Yes,Yes,5
21761,No,No,10
21762,Yes,No,13
21763,No,Yes,14
21764,Yes,No,10
21765,No,Yes,9
21766,Yes,Yes,8
21767,No,No,10
21768,Yes,No,8
21769,No,Yes,7
21770,Yes,No,9
21771,Yes,No,4
21772,No,No,9
21773,No,Yes,7
21774,Yes,No,12
21775,No,Yes,12
21776,No,Yes,8
21777,Yes,No,13
21778,Yes,No,8
21779,Yes,No,8
21780,Yes,No,9
21781,No,Yes,12
21782,Yes,No,8
21783,No,Yes,6
21784,No,Yes,14
21785,Yes,No,12
21786,Yes,No,11
21787,No,No,10
21788,No,No,6
21789,No,No,6
21790,Yes,No,5
21791,No,No,8
21792,No,Yes,10
21793,Yes,No,11
21794,Yes,No,10
21795,Yes,Yes,9
21796,Yes,No,6
21797,Yes,No,10
21798,No,Yes,9
21799,No,Yes,4
21800,No,No,11
21801,Yes,No,10
21802,No,No,11
21803,No,No,11
21804,Yes,No,8
21805,Yes,No,8
21806,Yes,No,10
21807,Yes,No,14
21808,No,No,8
21809,Yes,Yes,10
21810,No,Yes,5
21811,No,Yes,9
21812,Yes,No,11
21813,Yes,No,7
21814,Yes,No,5
21815,Yes,Yes,15
21816,Yes,Yes,8
21817,No,No,8
21818,No,Yes,12
21819,Yes,No,12
21820,No,No,10
21821,Yes,No,11
21822,Yes,No,11
21823,Yes,No,12
21824,No,No,15
21825,No,Yes,11
21826,No,No,14
21827,Yes,Yes,8
21828,Yes,No,11
21829,Yes,Yes,10
21830,No,No,11
21831,Yes,No,9
21832,Yes,Yes,7
21833,Yes,No,16
21834,No,No,13
21835,No,No,10
21836,Yes,No,17
21837,Yes,No,11
21838,Yes,No,7
21839,No,No,12
21840,Yes,Yes,13
21841,No,No,3
21842,No,No,10
21843,No,Yes,8
21844,Yes,No,8
21845,No,Yes,6
21846,No,No,8
21847,Yes,Yes,10
21848,No,No,10
21849,Yes,Yes,10
21850,No,No,15
21851,No,No,11
21852,Yes,No,9
21853,No,No,9
21854,Yes,No,6
21855,No,No,8
21856,No,No,8
21857,No,No,11
21858,Yes,Yes,13
21859,No,No,11
21860,Yes,No,9
21861,Yes,Yes,8
21862,Yes,No,11
21863,No,Yes,11
21864,No,No,12
21865,No,No,7
21866,Yes,No,11
21867,No,No,11
21868,Yes,Yes,8
21869,Yes,Yes,9
21870,Yes,Yes,14
21871,Yes,No,9
21872,Yes,No,12
21873,No,No,13
21874,No,No,11
21875,No,Yes,9
21876,Yes,Yes,13
21877,Yes,No,5
21878,No,Yes,11
21879,No,Yes,7
21880,No,Yes,8
21881,No,Yes,8
21882,No,Yes,10
21883,No,Yes,10
21884,No,No,3
21885,Yes,No,13
21886,Yes,No,14
21887,Yes,No,12
21888,No,No,7
21889,Yes,Yes,6
21890,No,No,7
21891,No,No,7
21892,Yes,No,14
21893,No,Yes,15
21894,Yes,No,9
21895,Yes,No,8
21896,Yes,Yes,6
21897,Yes,Yes,16
21898,No,No,7
21899,No,No,13
21900,Yes,No,7
21901,Yes,Yes,11
21902,Yes,No,12
21903,No,No,6
21904,No,Yes,16
21905,Yes,No,12
21906,No,No,15
21907,No,No,8
21908,Yes,Yes,8
21909,No,No,10
21910,Yes,Yes,18
21911,Yes,Yes,11
21912,No,Yes,9
21913,No,No,11
21914,No,No,7
21915,Yes,No,8
21916,Yes,No,11
21917,No,Yes,6
21918,Yes,No,10
21919,Yes,No,7
21920,No,Yes,15
21921,Yes,No,16
21922,Yes,No,11
21923,No,No,11
21924,No,No,9
21925,No,Yes,11
21926,Yes,No,9
21927,No,No,11
21928,No,No,18
21929,No,Yes,9
21930,No,No,11
21931,No,No,6
21932,Yes,Yes,12
21933,Yes,No,9
21934,Yes,No,6
21935,No,Yes,10
21936,Yes,Yes,7
21937,No,No,11
21938,Yes,No,10
21939,No,No,9
21940,Yes,No,10
21941,No,No,10
21942,Yes,No,18
21943,Yes,No,14
21944,Yes,Yes,7
21945,Yes,No,7
21946,No,No,9
21947,No,No,8
21948,No,No,14
21949,Yes,Yes,8
21950,Yes,Yes,12
21951,Yes,No,11
21952,No,No,7
21953,No,No,13
21954,No,No,10
21955,Yes,No,10
21956,Yes,No,12
21957,No,No,15
21958,Yes,No,9
21959,Yes,No,15
21960,No,No,13
21961,No,Yes,16
21962,Yes,Yes,14
21963,No,No,10
21964,No,Yes,11
21965,Yes,No,8
21966,Yes,Yes,18
21967,Yes,No,11
21968,Yes,Yes,13
21969,No,Yes,16
21970,No,Yes,8
21971,No,Yes,11
21972,No,Yes,7
21973,Yes,No,8
21974,Yes,No,5
21975,No,No,13
21976,Yes,No,11
21977,Yes,No,15
21978,Yes,No,6
21979,No,Yes,11
21980,Yes,Yes,6
21981,No,Yes,10
21982,Yes,Yes,10
21983,No,No,6
21984,No,No,11
21985,No,Yes,9
21986,Yes,No,5
21987,No,No,11
21988,No,No,9
21989,No,No,14
21990,No,No,2
21991,Yes,No,7
21992,No,No,7
21993,No,Yes,8
21994,No,No,9
21995,No,No,12
21996,No,No,13
21997,No,No,10
21998,Yes,No,10
21999,Yes,No,12
22000,No,Yes,8
22001,No,No,10
22002,No,No,10
22003,Yes,No,7
22004,No,No,9
22005,No,No,9
22006,No,No,8
22007,Yes,Yes,8
22008,Yes,No,12
22009,No,Yes,10
22010,No,No,12
22011,No,No,12
22012,Yes,No,3
22013,No,No,9
22014,No,No,6
22015,No,No,13
22016,No,No,9
22017,No,No,6
22018,No,No,9
22019,Yes,No,11
22020,Yes,Yes,9
22021,Yes,No,15
22022,Yes,No,13
22023,Yes,No,10
22024,No,Yes,14
22025,No,No,5
22026,Yes,No,8
22027,No,No,9
22028,Yes,No,12
22029,Yes,No,5
22030,No,No,7
22031,Yes,No,10
22032,Yes,Yes,11
22033,Yes,No,10
22034,Yes,Yes,11
22035,Yes,No,11
22036,Yes,No,15
22037,Yes,No,10
22038,Yes,No,9
22039,Yes,No,11
22040,Yes,Yes,11
22041,No,Yes,13
22042,No,No,9
22043,Yes,No,9
22044,No,Yes,9
22045,Yes,Yes,11
22046,Yes,Yes,7
22047,No,No,9
22048,Yes,No,8
22049,Yes,No,12
22050,Yes,No,10
22051,No,No,18
22052,Yes,No,9
22053,No,No,10
22054,No,No,7
22055,No,No,11
22056,Yes,No,14
22057,No,No,11
22058,Yes,Yes,7
22059,Yes,No,10
22060,No,No,10
22061,Yes,Yes,11
22062,No,No,11
22063,No,No,11
22064,Yes,No,10
22065,Yes,Yes,13
22066,No,No,11
22067,No,No,15
22068,Yes,No,8
22069,No,No,12
22070,Yes,No,13
22071,Yes,Yes,8
22072,No,No,9
22073,Yes,No,9
22074,No,Yes,9
22075,No,No,3
22076,No,Yes,10
22077,No,Yes,7
22078,No,Yes,11
22079,No,No,15
22080,No,No,8
22081,No,No,9
22082,No,Yes,9
22083,Yes,No,13
22084,Yes,No,6
22085,No,No,8
22086,No,Yes,13
22087,No,No,10
22088,Yes,No,12
22089,Yes,No,8
22090,No,No,8
22091,No,No,8
22092,No,No,8
22093,Yes,Yes,10
22094,No,No,2
22095,Yes,No,11
22096,Yes,Yes,10
22097,No,No,9
22098,Yes,No,10
22099,No,No,10
22100,No,No,9
22101,Yes,No,4
22102,Yes,No,10
22103,Yes,Yes,11
22104,No,No,12
22105,Yes,No,14
22106,Yes,No,15
22107,Yes,No,9
22108,Yes,Yes,8
22109,No,No,8
22110,Yes,Yes,13
22111,Yes,No,10
22112,No,No,7
22113,No,No,17
22114,No,Yes,10
22115,Yes,No,5
22116,Yes,Yes,13
22117,Yes,Yes,12
22118,Yes,Yes,10
22119,No,Yes,13
22120,No,Yes,8
22121,Yes,Yes,9
22122,No,No,8
22123,No,Yes,13
22124,No,No,8
22125,Yes,Yes,13
22126,No,No,14
22127,No,No,11
22128,Yes,No,8
22129,Yes,No,9
22130,No,No,8
22131,No,No,8
22132,Yes,Yes,8
22133,Yes,Yes,10
22134,Yes,No,10
22135,No,Yes,10
22136,No,No,11
22137,No,No,5
22138,Yes,No,7
22139,No,Yes,11
22140,Yes,No,9
22141,No,Yes,8
22142,No,Yes,9
22143,Yes,No,7
22144,No,No,11
22145,Yes,No,10
22146,No,Yes,9
22147,No,Yes,6
22148,Yes,No,16
22149,No,No,14
22150,No,Yes,14
22151,Yes,No,8
22152,No,No,8
22153,Yes,Yes,13
22154,Yes,No,13
22155,Yes,No,13
22156,Yes,No,8
22157,No,Yes,13
22158,No,No,8
22159,No,No,7
22160,No,Yes,13
22161,Yes,Yes,15
22162,No,Yes,13
22163,No,No,7
22164,Yes,No,7
22165,No,Yes,9
22166,No,Yes,13
22167,No,Yes,7
22168,No,No,12
22169,No,No,12
22170,No,Yes,16
22171,Yes,Yes,13
22172,No,Yes,9
22173,Yes,No,5
22174,No,No,13
22175,No,No,8
22176,No,Yes,12
22177,No,No,14
22178,No,No,12
22179,No,No,11
22180,No,No,7
22181,Yes,No,11
22182,Yes,No,7
22183,No,No,15
22184,Yes,No,16
22185,Yes,No,12
22186,Yes,No,7
22187,Yes,No,9
22188,No,No,11
22189,Yes,No,8
22190,No,No,9
22191,Yes,No,10
22192,No,No,7
22193,Yes,No,15
22194,No,Yes,15
22195,Yes,No,11
22196,No,No,13
22197,Yes,No,8
22198,Yes,Yes,10
22199,No,No,10
22200,Yes,No,6
22201,Yes,Yes,11
22202,Yes,Yes,9
22203,Yes,No,12
22204,No,No,7
22205,No,No,10
22206,Yes,No,11
22207,No,No,7
22208,No,No,11
22209,No,No,5
22210,Yes,No,7
22211,Yes,Yes,9
22212,Yes,No,15
22213,No,No,11
22214,No,No,13
22215,No,No,12
22216,Yes,No,7
22217,Yes,No,8
22218,Yes,No,9
22219,No,No,11
22220,No,Yes,11
22221,No,Yes,10
22222,No,No,10
22223,Yes,No,8
22224,Yes,No,7
22225,Yes,No,3
22226,Yes,Yes,13
22227,No,No,17
22228,No,No,6
22229,Yes,No,11
22230,Yes,No,9
22231,Yes,Yes,12
22232,No,Yes,11
22233,No,No,10
22234,Yes,No,12
22235,No,Yes,10
22236,No,Yes,16
22237,Yes,No,1
22238,No,Yes,11
22239,Yes,No,12
22240,Yes,Yes,9
22241,Yes,Yes,13
22242,Yes,No,7
22243,No,Yes,4
22244,No,No,7
22245,No,Yes,8
22246,Yes,No,13
22247,No,Yes,12
22248,Yes,Yes,15
22249,Yes,No,10
22250,No,Yes,8
22251,Yes,Yes,10
22252,Yes,No,13
22253,Yes,Yes,15
22254,Yes,No,12
22255,Yes,No,11
22256,Yes,Yes,5
22257,No,No,10
22258,No,No,8
22259,Yes,Yes,8
22260,Yes,Yes,8
22261,No,No,11
22262,Yes,Yes,10
22263,No,Yes,1
22264,Yes,No,12
22265,No,No,15
22266,No,No,6
22267,No,No,2
22268,No,No,9
22269,Yes,Yes,11
22270,Yes,No,7
22271,Yes,No,6
22272,No,Yes,7
22273,No,No,9
22274,Yes,No,11
22275,No,No,8
22276,No,No,12
22277,No,Yes,11
22278,Yes,No,13
22279,No,Yes,13
22280,No,No,7
22281,Yes,No,12
22282,Yes,No,5
22283,No,No,12
22284,No,Yes,4
22285,Yes,No,2
22286,Yes,No,8
22287,Yes,No,7
22288,No,No,12
22289,Yes,No,14
22290,No,No,7
22291,No,No,12
22292,No,No,11
22293,Yes,No,11
22294,No,Yes,8
22295,Yes,Yes,4
22296,Yes,No,4
22297,Yes,No,10
22298,No,No,9
22299,No,No,12
22300,No,No,7
22301,No,Yes,10
22302,Yes,No,10
22303,No,Yes,8
22304,No,No,8
22305,Yes,No,9
22306,Yes,No,14
22307,Yes,No,13
22308,No,No,11
22309,No,No,12
22310,Yes,Yes,14
22311,No,No,8
22312,No,No,13
22313,Yes,No,13
22314,No,No,15
22315,No,No,5
22316,Yes,Yes,8
22317,No,No,15
22318,No,No,10
22319,Yes,Yes,12
22320,No,No,12
22321,No,Yes,11
22322,Yes,Yes,8
22323,Yes,No,12
22324,Yes,Yes,12
22325,No,No,8
22326,No,No,10
22327,Yes,Yes,13
22328,No,No,11
22329,Yes,Yes,10
22330,Yes,No,6
22331,Yes,No,10
22332,No,No,8
22333,Yes,No,9
22334,No,Yes,11
22335,No,No,9
22336,Yes,No,6
22337,No,No,7
22338,Yes,No,5
22339,No,No,11
22340,Yes,No,10
22341,Yes,Yes,12
22342,No,No,12
22343,No,Yes,6
22344,Yes,No,11
22345,No,No,7
22346,No,No,7
22347,Yes,No,10
22348,Yes,No,11
22349,No,Yes,5
22350,No,Yes,10
22351,Yes,No,9
22352,Yes,No,4
22353,Yes,No,10
22354,Yes,Yes,6
22355,Yes,No,7
22356,Yes,Yes,19
22357,No,No,13
22358,Yes,No,8
22359,No,No,10
22360,Yes,Yes,8
22361,Yes,No,8
22362,No,No,12
22363,Yes,Yes,8
22364,No,No,7
22365,No,No,10
22366,No,No,12
22367,No,No,7
22368,No,Yes,7
22369,No,No,5
22370,Yes,No,13
22371,Yes,No,14
22372,Yes,Yes,5
22373,Yes,No,6
22374,Yes,No,4
22375,Yes,Yes,14
22376,No,No,12
22377,Yes,No,12
22378,No,No,15
22379,No,No,12
22380,Yes,No,7
22381,Yes,Yes,8
22382,No,Yes,11
22383,Yes,No,5
22384,No,No,10
22385,No,No,13
22386,Yes,No,8
22387,Yes,No,15
22388,Yes,No,9
22389,Yes,Yes,13
22390,No,No,4
22391,Yes,No,8
22392,Yes,Yes,12
22393,Yes,No,12
22394,No,No,7
22395,No,Yes,14
22396,No,No,10
22397,No,No,10
22398,No,Yes,12
22399,Yes,No,8
22400,Yes,No,5
22401,Yes,No,16
22402,No,No,4
22403,Yes,No,9
22404,Yes,No,12
22405,Yes,No,11
22406,Yes,Yes,10
22407,No,No,15
22408,Yes,No,14
22409,Yes,No,12
22410,Yes,No,9
22411,No,Yes,10
22412,No,No,13
22413,Yes,No,11
22414,Yes,No,10
22415,No,No,7
22416,No,Yes,10
22417,Yes,No,12
22418,No,Yes,10
22419,No,Yes,11
22420,No,No,8
22421,No,No,12
22422,No,Yes,16
22423,Yes,No,12
22424,No,No,13
22425,Yes,Yes,4
22426,No,Yes,11
22427,Yes,No,12
22428,Yes,Yes,14
22429,No,Yes,9
22430,No,No,9
22431,No,No,5
22432,Yes,Yes,6
22433,Yes,Yes,9
22434,No,No,12
22435,No,Yes,13
22436,Yes,Yes,12
22437,Yes,No,6
22438,No,No,12
22439,No,Yes,12
22440,No,Yes,10
22441,No,Yes,8
22442,Yes,No,14
22443,Yes,No,8
22444,No,No,13
22445,Yes,No,10
22446,Yes,No,9
22447,No,No,6
22448,No,No,7
22449,No,No,5
22450,No,No,5
22451,Yes,No,6
22452,Yes,No,10
22453,Yes,No,10
22454,No,Yes,13
22455,No,No,6
22456,Yes,No,8
22457,No,Yes,8
22458,Yes,No,10
22459,No,No,13
22460,No,No,15
22461,Yes,No,7
22462,No,No,10
22463,Yes,No,10
22464,Yes,No,9
22465,Yes,Yes,9
22466,Yes,No,7
22467,Yes,Yes,8
22468,No,Yes,9
22469,Yes,No,12
22470,Yes,No,7
22471,No,Yes,8
22472,No,No,10
22473,No,No,5
22474,Yes,No,10
22475,No,Yes,12
22476,No,Yes,14
22477,Yes,No,11
22478,No,No,8
22479,Yes,No,10
22480,Yes,Yes,14
22481,No,Yes,11
22482,No,No,7
22483,No,No,17
22484,No,No,3
22485,No,Yes,9
22486,No,Yes,8
22487,Yes,No,5
22488,Yes,No,4
22489,No,No,15
22490,Yes,Yes,6
22491,Yes,No,11
22492,Yes,No,8
22493,Yes,Yes,11
22494,Yes,Yes,13
22495,Yes,No,9
22496,No,Yes,10
22497,No,Yes,12
22498,No,No,5
22499,Yes,Yes,5
22500,Yes,Yes,11
22501,Yes,No,13
22502,No,Yes,16
22503,Yes,No,3
22504,No,No,12
22505,No,No,15
22506,No,No,8
22507,Yes,No,13
22508,Yes,No,9
22509,No,No,11
22510,Yes,No,7
22511,Yes,No,13
22512,No,No,11
22513,Yes,Yes,7
22514,Yes,No,14
22515,Yes,No,12
22516,Yes,No,10
22517,No,No,14
22518,Yes,Yes,16
22519,No,No,11
22520,No,No,5
22521,No,No,13
22522,Yes,No,10
22523,Yes,No,8
22524,Yes,Yes,2
22525,No,No,12
22526,Yes,No,12
22527,No,No,4
22528,No,No,13
22529,No,No,4
22530,No,Yes,17
22531,Yes,No,13
22532,No,No,8
22533,Yes,No,11
22534,Yes,No,10
22535,No,No,16
22536,No,Yes,10
22537,Yes,Yes,9
22538,No,No,10
22539,Yes,Yes,18
22540,No,No,9
22541,Yes,No,9
22542,No,Yes,4
22543,No,No,13
22544,Yes,No,16
22545,No,No,6
22546,No,No,13
22547,No,No,11
22548,No,Yes,12
22549,Yes,No,10
22550,No,Yes,5
22551,No,No,12
22552,Yes,No,12
22553,No,No,9
22554,Yes,Yes,6
22555,No,No,8
22556,Yes,Yes,10
22557,Yes,No,8
22558,No,Yes,11
22559,Yes,No,10
22560,No,Yes,6
22561,No,Yes,9
22562,No,No,10
22563,Yes,No,11
22564,Yes,No,10
22565,No,Yes,11
22566,No,No,13
22567,No,No,11
22568,No,No,12
22569,Yes,No,14
22570,No,Yes,8
22571,Yes,Yes,10
22572,No,No,8
22573,Yes,No,8
22574,Yes,Yes,12
22575,Yes,No,12
22576,No,Yes,5
22577,Yes,No,4
22578,No,Yes,12
22579,No,No,11
22580,Yes,No,13
22581,Yes,Yes,12
22582,No,Yes,9
22583,No,No,12
22584,Yes,No,11
22585,No,Yes,11
22586,No,No,6
22587,No,No,8
22588,No,Yes,8
22589,Yes,No,11
22590,Yes,No,9
22591,Yes,Yes,10
22592,Yes,Yes,10
22593,No,Yes,10
22594,No,No,14
22595,No,No,19
22596,Yes,No,15
22597,Yes,No,13
22598,Yes,No,11
22599,No,No,12
22600,No,No,11
22601,No,Yes,9
22602,No,No,5
22603,No,No,10
22604,Yes,No,9
22605,No,No,7
22606,Yes,No,8
22607,Yes,No,10
22608,Yes,No,15
22609,Yes,No,10
22610,No,No,8
22611,Yes,No,11
22612,Yes,Yes,9
22613,No,No,10
22614,No,No,6
22615,No,Yes,10
22616,Yes,Yes,12
22617,No,No,7
22618,No,Yes,7
22619,No,No,11
22620,Yes,No,10
22621,Yes,No,12
22622,Yes,Yes,13
22623,Yes,Yes,14
22624,Yes,No,7
22625,Yes,Yes,10
22626,Yes,No,8
22627,Yes,Yes,9
22628,No,No,12
22629,Yes,Yes,7
22630,Yes,No,8
22631,No,No,10
22632,No,No,6
22633,Yes,Yes,8
22634,No,No,11
22635,No,No,10
22636,Yes,No,14
22637,Yes,Yes,13
22638,Yes,Yes,8
22639,No,No,9
22640,Yes,Yes,8
22641,No,Yes,9
22642,No,Yes,11
22643,Yes,No,10
22644,Yes,No,7
22645,No,No,12
22646,No,No,11
22647,No,No,9
22648,Yes,Yes,12
22649,No,Yes,12
22650,Yes,Yes,12
22651,Yes,No,8
22652,Yes,No,10
22653,Yes,No,13
22654,Yes,No,10
22655,No,No,12
22656,No,No,12
22657,No,Yes,11
22658,Yes,Yes,19
22659,Yes,Yes,5
22660,No,Yes,11
22661,Yes,No,6
22662,Yes,No,15
22663,No,Yes,11
22664,Yes,No,10
22665,Yes,Yes,9
22666,Yes,Yes,8
22667,No,Yes,11
22668,No,No,12
22669,Yes,Yes,8
22670,No,Yes,14
22671,Yes,No,10
22672,No,Yes,11
22673,No,No,9
22674,No,No,13
22675,No,No,5
22676,No,Yes,10
22677,Yes,Yes,5
22678,No,No,8
22679,No,Yes,8
22680,Yes,No,14
22681,Yes,No,7
22682,No,Yes,0
22683,No,Yes,17
22684,No,No,12
22685,Yes,No,8
22686,No,No,6
22687,Yes,Yes,16
22688,No,No,6
22689,No,No,13
22690,Yes,No,7
22691,Yes,No,7
22692,No,Yes,11
22693,No,No,16
22694,No,No,13
22695,No,Yes,6
22696,No,No,5
22697,Yes,No,11
22698,Yes,No,8
22699,Yes,No,12
22700,Yes,No,13
22701,No,No,9
22702,No,Yes,13
22703,No,No,12
22704,No,No,6
22705,No,No,10
22706,No,No,17
22707,No,No,10
22708,Yes,Yes,14
22709,Yes,No,9
22710,Yes,No,10
22711,Yes,No,6
22712,Yes,No,9
22713,No,No,17
22714,No,No,7
22715,Yes,No,11
22716,Yes,No,11
22717,No,No,15
22718,No,No,8
22719,Yes,No,12
22720,Yes,No,10
22721,No,Yes,9
22722,Yes,No,12
22723,Yes,No,11
22724,Yes,No,2
22725,Yes,No,9
22726,No,Yes,14
22727,No,Yes,9
22728,No,Yes,17
22729,Yes,Yes,10
22730,Yes,No,15
22731,Yes,No,11
22732,Yes,No,9
22733,Yes,No,13
22734,Yes,Yes,11
22735,Yes,Yes,11
22736,No,Yes,7
22737,No,No,11
22738,No,No,14
22739,Yes,No,14
22740,No,Yes,15
22741,No,Yes,2
22742,Yes,No,8
22743,Yes,No,9
22744,Yes,No,15
22745,Yes,Yes,11
22746,No,No,7
22747,Yes,Yes,19
22748,No,Yes,7
22749,No,No,11
22750,No,No,7
22751,Yes,No,15
22752,Yes,Yes,8
22753,No,No,6
22754,Yes,No,13
22755,No,No,12
22756,No,Yes,20
22757,No,Yes,10
22758,No,No,9
22759,No,No,10
22760,Yes,Yes,13
22761,Yes,Yes,5
22762,Yes,No,12
22763,Yes,No,3
22764,No,Yes,13
22765,No,No,10
22766,Yes,Yes,8
22767,Yes,No,14
22768,Yes,No,10
22769,Yes,Yes,15
22770,Yes,No,9
22771,No,No,8
22772,No,No,9
22773,No,No,9
22774,Yes,No,10
22775,Yes,No,5
22776,Yes,No,13
22777,Yes,No,11
22778,No,No,4
22779,No,No,11
22780,Yes,No,11
22781,Yes,Yes,12
22782,No,Yes,8
22783,No,No,11
22784,Yes,No,9
22785,Yes,No,8
22786,Yes,No,13
22787,No,No,2
22788,No,Yes,9
22789,No,No,9
22790,Yes,No,8
22791,Yes,No,11
22792,Yes,No,8
22793,Yes,No,14
22794,No,No,9
22795,No,Yes,11
22796,No,No,8
22797,Yes,No,11
22798,No,No,5
22799,Yes,Yes,7
22800,Yes,No,15
22801,No,Yes,13
22802,Yes,Yes,8
22803,No,No,6
22804,Yes,No,11
22805,No,No,9
22806,Yes,No,6
22807,No,No,10
22808,No,No,5
22809,Yes,No,15
22810,Yes,No,10
22811,Yes,No,12
22812,Yes,No,11
22813,No,No,9
22814,No,No,8
22815,No,No,16
22816,No,No,12
22817,No,Yes,11
22818,No,No,11
22819,No,No,10
22820,Yes,Yes,10
22821,Yes,Yes,9
22822,No,No,5
22823,No,No,4
22824,Yes,No,6
22825,Yes,Yes,9
22826,Yes,Yes,11
22827,No,No,9
22828,No,No,6
22829,No,No,14
22830,Yes,No,7
22831,Yes,No,10
22832,No,No,13
22833,Yes,Yes,8
22834,Yes,No,14
22835,No,Yes,13
22836,No,No,10
22837,No,No,13
22838,No,No,8
22839,Yes,No,7
22840,Yes,Yes,7
22841,Yes,No,7
22842,No,Yes,3
22843,Yes,No,9
22844,Yes,Yes,15
22845,No,Yes,9
22846,No,No,12
22847,No,Yes,10
22848,Yes,Yes,15
22849,Yes,No,8
22850,No,Yes,5
22851,No,No,8
22852,Yes,No,12
22853,No,No,14
22854,Yes,No,14
22855,No,No,17
22856,Yes,No,13
22857,Yes,No,8
22858,No,No,8
22859,Yes,Yes,10
22860,No,Yes,11
22861,Yes,No,11
22862,Yes,No,16
22863,Yes,Yes,15
22864,No,Yes,13
22865,No,No,8
22866,Yes,Yes,11
22867,Yes,No,11
22868,No,No,8
22869,Yes,No,18
22870,Yes,No,11
22871,Yes,No,7
22872,No,No,11
22873,Yes,No,4
22874,No,Yes,13
22875,No,Yes,7
22876,Yes,No,11
22877,No,No,15
22878,No,No,13
22879,Yes,Yes,15
22880,Yes,No,8
22881,No,No,7
22882,No,No,9
22883,Yes,Yes,12
22884,No,No,8
22885,Yes,Yes,14
22886,No,Yes,9
22887,No,Yes,13
22888,Yes,No,12
22889,No,No,7
22890,Yes,No,15
22891,No,No,6
22892,Yes,No,5
22893,Yes,No,10
22894,No,No,9
22895,Yes,No,7
22896,Yes,Yes,13
22897,No,No,6
22898,Yes,No,10
22899,No,No,10
22900,Yes,No,13
22901,Yes,No,9
22902,Yes,Yes,11
22903,Yes,No,5
22904,No,No,4
22905,No,Yes,10
22906,Yes,No,6
22907,No,Yes,8
22908,No,No,7
22909,Yes,No,13
22910,No,Yes,11
22911,No,No,11
22912,No,Yes,9
22913,No,No,8
22914,Yes,No,9
22915,Yes,No,13
22916,Yes,No,10
22917,Yes,No,11
22918,No,No,10
22919,Yes,No,9
22920,Yes,No,9
22921,No,No,9
22922,No,No,11
22923,Yes,No,10
22924,No,Yes,10
22925,Yes,Yes,6
22926,Yes,No,15
22927,Yes,Yes,12
22928,No,No,10
22929,No,No,9
22930,Yes,No,13
22931,No,Yes,11
22932,Yes,No,4
22933,No,No,12
22934,Yes,Yes,10
22935,Yes,No,11
22936,Yes,No,13
22937,Yes,No,8
22938,Yes,Yes,18
22939,Yes,Yes,10
22940,Yes,No,17
22941,Yes,No,6
22942,No,Yes,11
22943,No,No,6
22944,Yes,Yes,11
22945,Yes,Yes,15
22946,No,No,11
22947,Yes,Yes,7
22948,No,No,11
22949,No,Yes,9
22950,Yes,No,15
22951,Yes,No,9
22952,Yes,Yes,9
22953,Yes,Yes,14
22954,Yes,No,9
22955,No,No,9
22956,No,Yes,12
22957,No,No,12
22958,No,No,11
22959,No,Yes,13
22960,No,Yes,10
22961,No,Yes,6
22962,Yes,No,12
22963,No,No,8
22964,No,Yes,14
22965,Yes,No,11
22966,Yes,Yes,12
22967,Yes,No,11
22968,Yes,No,11
22969,Yes,No,18
22970,Yes,No,12
22971,No,Yes,10
22972,Yes,No,5
22973,No,Yes,10
22974,Yes,Yes,5
22975,Yes,No,11
22976,No,No,5
22977,No,No,12
22978,No,No,13
22979,Yes,No,11
22980,Yes,No,11
22981,No,No,14
22982,No,No,12
22983,No,No,9
22984,Yes,No,9
22985,Yes,Yes,9
22986,No,No,14
22987,No,No,14
22988,Yes,No,4
22989,Yes,Yes,12
22990,No,No,13
22991,No,No,14
22992,Yes,No,7
22993,Yes,No,8
22994,No,No,17
22995,Yes,No,14
22996,No,Yes,14
22997,Yes,Yes,16
22998,No,Yes,12
22999,Yes,Yes,17
23000,Yes,No,10
23001,Yes,No,10
23002,Yes,No,8
23003,No,Yes,10
23004,Yes,No,13
23005,Yes,No,6
23006,No,No,9
23007,Yes,Yes,8
23008,Yes,No,7
23009,Yes,No,9
23010,Yes,No,6
23011,Yes,Yes,9
23012,No,No,9
23013,No,No,10
23014,Yes,Yes,5
23015,No,No,8
23016,No,No,10
23017,Yes,No,14
23018,No,No,2
23019,Yes,No,8
23020,No,No,11
23021,No,No,14
23022,No,Yes,11
23023,No,No,11
23024,No,Yes,11
23025,No,Yes,15
23026,No,No,4
23027,No,No,9
23028,Yes,No,11
23029,No,Yes,10
23030,Yes,No,9
23031,No,No,7
23032,Yes,No,11
23033,Yes,No,4
23034,No,No,6
23035,Yes,No,12
23036,Yes,No,15
23037,No,No,10
23038,Yes,Yes,8
23039,No,No,10
23040,Yes,Yes,10
23041,Yes,No,15
23042,No,No,8
23043,No,Yes,14
23044,Yes,No,13
23045,Yes,No,9
23046,Yes,Yes,3
23047,No,No,11
23048,No,Yes,10
23049,No,No,10
23050,No,No,10
23051,No,No,7
23052,No,Yes,7
23053,No,No,9
23054,No,No,12
